"idtdestinatario","codigofabrica","nombre","domicilio","idlocalidad","codigopostal","localidad","provincia","pais","tipodestinatario","descripcion","full_address","gps_coords"
"200000003502","2-3054","CLAMA S.A.","AV. FRANCISCO BEIRO 3071","3.0","0.0","CAPITAL FEDERAL (GT)","CAPITAL FEDERAL","ARGENTINA                                         ","CONCESIONARIOS","CLAMA S.A. (AV. FRANCISCO BEIRO 3071 Loc.CAPITAL FEDERAL (GT))","AV. FRANCISCO BEIRO 3071, CAPITAL FEDERAL (GT), CAPITAL FEDERAL, ARGENTINA, 0.0, CLAMA S.A. (AV. FRANCISCO BEIRO 3071 Loc.CAPITAL FEDERAL (GT))",""
"200000003503","2-3055","TORELLI JORGE IGNACIO","WILDE Y CÓRDOBA.CONTACO ES 3412016950","1652.0","0.0","ROSARIO (SANTA FE)","SANTA FE","ARGENTINA                                         ","OTROS DESTINOS","TORELLI JORGE IGNACIO (WILDE Y CÓRDOBA.CONTACO ES 3412016950 Loc.ROSARIO (SANTA FE))","WILDE Y CÓRDOBA.CONTACO ES 3412016950, ROSARIO (SANTA FE), SANTA FE, ARGENTINA, 0.0, TORELLI JORGE IGNACIO (WILDE Y CÓRDOBA.CONTACO ES 3412016950 Loc.ROSARIO (SANTA FE))",""
"200000003504","2-3056","SR DELGADO","SANTA FE (CONTACTO3412798759)","2957.0","0.0","SANTA FE","SANTA FE","ARGENTINA                                         ","OTROS DESTINOS","SR DELGADO (SANTA FE (CONTACTO3412798759) Loc.SANTA FE)","SANTA FE (CONTACTO3412798759), SANTA FE, SANTA FE, ARGENTINA, 0.0, SR DELGADO (SANTA FE (CONTACTO3412798759) Loc.SANTA FE)",""
"200000000471","2-307","WYETH-WHITEHALL S.A.                    ","CORNEJO 161 ","9858.0","0.0","SALTA","SALTA","ARGENTINA                                         ","OTROS DESTINOS","WYETH-WHITEHALL S.A. (CORNEJO 161  Loc.SALTA)","CORNEJO 161, SALTA, SALTA, ARGENTINA, 0.0, WYETH-WHITEHALL S.A. (CORNEJO 161  Loc.SALTA)",""
"200000000472","2-308","GENDARMERIA","SALTA","9858.0","0.0","SALTA","SALTA","ARGENTINA                                         ","OTROS DESTINOS","GENDARMERIA (SALTA Loc.SALTA)","SALTA, SALTA, SALTA, ARGENTINA, 0.0, GENDARMERIA (SALTA Loc.SALTA)",""
"200000000473","2-309","PASEO ALCORTA","FIGUEROA ALCORTA Y SALGUERO","1425.0","0.0","CIUDAD AUTONOMA DE BS.AS (CAP.FED.)","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","PASEO ALCORTA (FIGUEROA ALCORTA Y SALGUERO Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))","FIGUEROA ALCORTA Y SALGUERO, CIUDAD AUTONOMA DE BS.AS (CAP.FED.), CAPITAL FEDERAL, ARGENTINA, 0.0, PASEO ALCORTA (FIGUEROA ALCORTA Y SALGUERO Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))",""
"200000000166","2-31","LOBOS                   ","RUTA NACIONAL 205 KM.112 ","18362.0","0.0","LOBOS","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","LOBOS (RUTA NACIONAL 205 KM.112  Loc.LOBOS)","RUTA NACIONAL 205 KM.112, LOBOS, BUENOS AIRES, ARGENTINA, 0.0, LOBOS (RUTA NACIONAL 205 KM.112  Loc.LOBOS)",""
"200000000474","2-310","CASA FOA","ALSINA 824 ENTRE TACUARI Y PIEDRAS","1425.0","0.0","CIUDAD AUTONOMA DE BS.AS (CAP.FED.)","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","CASA FOA (ALSINA 824 ENTRE TACUARI Y PIEDRAS Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))","ALSINA 824 ENTRE TACUARI Y PIEDRAS, CIUDAD AUTONOMA DE BS.AS (CAP.FED.), CAPITAL FEDERAL, ARGENTINA, 0.0, CASA FOA (ALSINA 824 ENTRE TACUARI Y PIEDRAS Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))",""
"200000000475","2-311","PIERO GOLF CLUB","RUTA 8 KM.60.5","329.0","0.0","FATIMA(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","PIERO GOLF CLUB (RUTA 8 KM.60.5 Loc.FATIMA(BUENOS AIRES))","RUTA 8 KM.60.5, FATIMA(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, PIERO GOLF CLUB (RUTA 8 KM.60.5 Loc.FATIMA(BUENOS AIRES))",""
"200000000477","2-313","SAN DIEGO COUNTRY CLUB","RUTA 25 KM.7.5","943.0","0.0","MORENO(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","SAN DIEGO COUNTRY CLUB (RUTA 25 KM.7.5 Loc.MORENO(BUENOS AIRES))","RUTA 25 KM.7.5, MORENO(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, SAN DIEGO COUNTRY CLUB (RUTA 25 KM.7.5 Loc.MORENO(BUENOS AIRES))",""
"200000000478","2-314","NATALIO AUTOMOTORES S.A.                ","SUC.ISLA VERDE               ","18403.0","0.0","ISLA VERDE","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","NATALIO AUTOMOTORES S.A. (SUC.ISLA VERDE                Loc.ISLA VERDE)","SUC.ISLA VERDE, ISLA VERDE, BUENOS AIRES, ARGENTINA, 0.0, NATALIO AUTOMOTORES S.A. (SUC.ISLA VERDE                Loc.ISLA VERDE)",""
"200000000479","2-315","SAN ISIDRO GOLF","AV.JUAN SEGUNDO FERNANDEZ 386","346.0","0.0","SAN ISIDRO(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","SAN ISIDRO GOLF (AV.JUAN SEGUNDO FERNANDEZ 386 Loc.SAN ISIDRO(BUENOS AIRES))","AV.JUAN SEGUNDO FERNANDEZ 386, SAN ISIDRO(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, SAN ISIDRO GOLF (AV.JUAN SEGUNDO FERNANDEZ 386 Loc.SAN ISIDRO(BUENOS AIRES))",""
"200000000480","2-316","DEPOSITO SECUESTROS","GUTNISKI Y ECHEGARAY","6133.0","0.0","FORMOSA","FORMOSA","ARGENTINA                                         ","OTROS DESTINOS","DEPOSITO SECUESTROS (GUTNISKI Y ECHEGARAY Loc.FORMOSA)","GUTNISKI Y ECHEGARAY, FORMOSA, FORMOSA, ARGENTINA, 0.0, DEPOSITO SECUESTROS (GUTNISKI Y ECHEGARAY Loc.FORMOSA)",""
"200000000481","2-317","PRONTOROTULO          ","AV.LIBERTADOR 300        ","339.0","0.0","VICENTE LOPEZ","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","PRONTOROTULO (AV.LIBERTADOR 300         Loc.VICENTE LOPEZ)","AV.LIBERTADOR 300, VICENTE LOPEZ, BUENOS AIRES, ARGENTINA, 0.0, PRONTOROTULO (AV.LIBERTADOR 300         Loc.VICENTE LOPEZ)",""
"200000000482","2-318","TALLER",".","943.0","0.0","MORENO(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","TALLER (. Loc.MORENO(BUENOS AIRES))","., MORENO(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, TALLER (. Loc.MORENO(BUENOS AIRES))",""
"200000000483","2-319","HIPODROMO DE SAN ISIDRO","SAN ISIDRO","346.0","0.0","SAN ISIDRO(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","HIPODROMO DE SAN ISIDRO (SAN ISIDRO Loc.SAN ISIDRO(BUENOS AIRES))","SAN ISIDRO, SAN ISIDRO(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, HIPODROMO DE SAN ISIDRO (SAN ISIDRO Loc.SAN ISIDRO(BUENOS AIRES))",""
"200000000167","2-32","IMPORTADORA MEDITERRANEA S.A.           ","AV.CARAFFA 1921               ","12008.0","0.0","CORDOBA","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","IMPORTADORA MEDITERRANEA S.A. (AV.CARAFFA 1921                Loc.CORDOBA)","AV.CARAFFA 1921, CORDOBA, CORDOBA, ARGENTINA, 0.0, IMPORTADORA MEDITERRANEA S.A. (AV.CARAFFA 1921                Loc.CORDOBA)",""
"200000000484","2-320","BELLA VSTA MANUFACTURING","RUTA 157 ","6765.0","0.0","SAN MIGUEL DE TUCUMAN","TUCUMAN","ARGENTINA                                         ","OTROS DESTINOS","BELLA VSTA MANUFACTURING (RUTA 157  Loc.SAN MIGUEL DE TUCUMAN)","RUTA 157, SAN MIGUEL DE TUCUMAN, TUCUMAN, ARGENTINA, 0.0, BELLA VSTA MANUFACTURING (RUTA 157  Loc.SAN MIGUEL DE TUCUMAN)",""
"200000000486","2-322","CETIVEHICULOS CIA. LTDA.","VALPARAISO ","123456.0","0.0","VALPARAISO","CHILE","CHILE                                             ","INTERNACIONAL","CETIVEHICULOS CIA. LTDA. (VALPARAISO  Loc.VALPARAISO)","VALPARAISO, VALPARAISO, CHILE, CHILE, 0.0, CETIVEHICULOS CIA. LTDA. (VALPARAISO  Loc.VALPARAISO)",""
"200000000487","2-323","NOBLEZA PICARDO SAICF                   ","ZAPIOLA 238 - DORREGO","14320.0","0.0","GUAYMALLEN","MENDOZA","ARGENTINA                                         ","OTROS DESTINOS","NOBLEZA PICARDO SAICF (ZAPIOLA 238 - DORREGO Loc.GUAYMALLEN)","ZAPIOLA 238 - DORREGO, GUAYMALLEN, MENDOZA, ARGENTINA, 0.0, NOBLEZA PICARDO SAICF (ZAPIOLA 238 - DORREGO Loc.GUAYMALLEN)",""
"200000000488","2-324","CAMPO GOLF (EL ARGENTINO)      ","RUTA 08 (TORTUGUITAS)","791.0","0.0","TORTUGUITAS ","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","CAMPO GOLF (EL ARGENTINO) (RUTA 08 (TORTUGUITAS) Loc.TORTUGUITAS )","RUTA 08 (TORTUGUITAS), TORTUGUITAS, BUENOS AIRES, ARGENTINA, 0.0, CAMPO GOLF (EL ARGENTINO) (RUTA 08 (TORTUGUITAS) Loc.TORTUGUITAS )",""
"200000000489","2-325","UNILEVER BESTFOODS DE ARGENTINA S.A","SOL DE MAYO 772 ALTO ALBERDI (CORDOBA)            ","12008.0","0.0","CORDOBA","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","UNILEVER BESTFOODS DE ARGENTINA S.A (SOL DE MAYO 772 ALTO ALBERDI (CORDOBA)             Loc.CORDOBA)","SOL DE MAYO 772 ALTO ALBERDI (CORDOBA), CORDOBA, CORDOBA, ARGENTINA, 0.0, UNILEVER BESTFOODS DE ARGENTINA S.A (SOL DE MAYO 772 ALTO ALBERDI (CORDOBA)             Loc.CORDOBA)",""
"200000000490","2-326","JUAN GARABITO","CHACRA 186","19388.0","0.0","GENERAL ROCA(RIO NEGRO)","RIO NEGRO","ARGENTINA                                         ","OTROS DESTINOS","JUAN GARABITO (CHACRA 186 Loc.GENERAL ROCA(RIO NEGRO))","CHACRA 186, GENERAL ROCA(RIO NEGRO), RIO NEGRO, ARGENTINA, 0.0, JUAN GARABITO (CHACRA 186 Loc.GENERAL ROCA(RIO NEGRO))",""
"200000000491","2-327","MUNDO CAR S.A.","SERRANO 572 CAPITAL FEDERAL","1425.0","0.0","CIUDAD AUTONOMA DE BS.AS (CAP.FED.)","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","MUNDO CAR S.A. (SERRANO 572 CAPITAL FEDERAL Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))","SERRANO 572 CAPITAL FEDERAL, CIUDAD AUTONOMA DE BS.AS (CAP.FED.), CAPITAL FEDERAL, ARGENTINA, 0.0, MUNDO CAR S.A. (SERRANO 572 CAPITAL FEDERAL Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))",""
"200000000492","2-328","GOLF LAS PRADERAS","RUTA 192. KM 6.5 ","17502.0","0.0","OPEN DOOR","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","GOLF LAS PRADERAS (RUTA 192. KM 6.5  Loc.OPEN DOOR)","RUTA 192. KM 6.5, OPEN DOOR, BUENOS AIRES, ARGENTINA, 0.0, GOLF LAS PRADERAS (RUTA 192. KM 6.5  Loc.OPEN DOOR)",""
"200000000493","2-329","BANCO NACION","AV.LEMOS 3067","253.0","0.0","VILLA DE MAYO","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","BANCO NACION (AV.LEMOS 3067 Loc.VILLA DE MAYO)","AV.LEMOS 3067, VILLA DE MAYO, BUENOS AIRES, ARGENTINA, 0.0, BANCO NACION (AV.LEMOS 3067 Loc.VILLA DE MAYO)",""
"200000000168","2-33","AUTOMOTORES CHAIN S.A..                 ","SAN MARTIN N* 361             ","12008.0","0.0","CORDOBA","CORDOBA","ARGENTINA                                         ","OTROS DESTINOS","AUTOMOTORES CHAIN S.A.. (SAN MARTIN N* 361              Loc.CORDOBA)","SAN MARTIN N* 361, CORDOBA, CORDOBA, ARGENTINA, 0.0, AUTOMOTORES CHAIN S.A.. (SAN MARTIN N* 361              Loc.CORDOBA)",""
"200000000494","2-341","TENSA-COCA COLA        ","BERON DE ASTRADA 1885","1425.0","0.0","CIUDAD AUTONOMA DE BS.AS (CAP.FED.)","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","TENSA-COCA COLA (BERON DE ASTRADA 1885 Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))","BERON DE ASTRADA 1885, CIUDAD AUTONOMA DE BS.AS (CAP.FED.), CAPITAL FEDERAL, ARGENTINA, 0.0, TENSA-COCA COLA (BERON DE ASTRADA 1885 Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))",""
"200000000495","2-342","HOTEL COLONIAL","AV.SAVIO 2195","2857.0","0.0","SAN NICOLAS(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","HOTEL COLONIAL (AV.SAVIO 2195 Loc.SAN NICOLAS(BUENOS AIRES))","AV.SAVIO 2195, SAN NICOLAS(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, HOTEL COLONIAL (AV.SAVIO 2195 Loc.SAN NICOLAS(BUENOS AIRES))",""
"200000000496","2-343","COAFI","MURILLO 749","1425.0","0.0","CIUDAD AUTONOMA DE BS.AS (CAP.FED.)","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","COAFI (MURILLO 749 Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))","MURILLO 749, CIUDAD AUTONOMA DE BS.AS (CAP.FED.), CAPITAL FEDERAL, ARGENTINA, 0.0, COAFI (MURILLO 749 Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))",""
"200000000497","2-344","DARIO LECCESE AUTOMOTORES S.R.L.        ","EVA PERON N* 5673               ","1652.0","0.0","ROSARIO (SANTA FE)","SANTA FE","ARGENTINA                                         ","OTROS DESTINOS","DARIO LECCESE AUTOMOTORES S.R.L. (EVA PERON N* 5673                Loc.ROSARIO (SANTA FE))","EVA PERON N* 5673, ROSARIO (SANTA FE), SANTA FE, ARGENTINA, 0.0, DARIO LECCESE AUTOMOTORES S.R.L. (EVA PERON N* 5673                Loc.ROSARIO (SANTA FE))",""
"200000000498","2-345","PEUGEOT","ALBERDI 5506 ","823.0","0.0","VILLA BOSCH","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","PEUGEOT (ALBERDI 5506  Loc.VILLA BOSCH)","ALBERDI 5506, VILLA BOSCH, BUENOS AIRES, ARGENTINA, 0.0, PEUGEOT (ALBERDI 5506  Loc.VILLA BOSCH)",""
"200000000499","2-346","TOYOTA","AV.LIBERTADOR 390","339.0","0.0","VICENTE LOPEZ","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","TOYOTA (AV.LIBERTADOR 390 Loc.VICENTE LOPEZ)","AV.LIBERTADOR 390, VICENTE LOPEZ, BUENOS AIRES, ARGENTINA, 0.0, TOYOTA (AV.LIBERTADOR 390 Loc.VICENTE LOPEZ)",""
"200000000500","2-347","PALAIS DE GLACE  ","POSADAS 1725","1425.0","0.0","CIUDAD AUTONOMA DE BS.AS (CAP.FED.)","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","PALAIS DE GLACE (POSADAS 1725 Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))","POSADAS 1725, CIUDAD AUTONOMA DE BS.AS (CAP.FED.), CAPITAL FEDERAL, ARGENTINA, 0.0, PALAIS DE GLACE (POSADAS 1725 Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))",""
"200000000501","2-348","ESTACION ALVARADO             ","AVENIDAJ.F.KENNEDY KM3","9858.0","0.0","SALTA","SALTA","ARGENTINA                                         ","OTROS DESTINOS","ESTACION ALVARADO (AVENIDAJ.F.KENNEDY KM3 Loc.SALTA)","AVENIDAJ.F.KENNEDY KM3, SALTA, SALTA, ARGENTINA, 0.0, ESTACION ALVARADO (AVENIDAJ.F.KENNEDY KM3 Loc.SALTA)",""
"200000000502","2-349","CAR ONE S.A.                            ","BERON DE ASTRADA 1885---  CAP.FED","1425.0","0.0","CIUDAD AUTONOMA DE BS.AS (CAP.FED.)","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","CAR ONE S.A. (BERON DE ASTRADA 1885---  CAP.FED Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))","BERON DE ASTRADA 1885---  CAP.FED, CIUDAD AUTONOMA DE BS.AS (CAP.FED.), CAPITAL FEDERAL, ARGENTINA, 0.0, CAR ONE S.A. (BERON DE ASTRADA 1885---  CAP.FED Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))",""
"200000000170","2-35","VOLKSWAGEN ARGENTINA S.A.               ","FRATERNIDAD 1200","1425.0","0.0","CIUDAD AUTONOMA DE BS.AS (CAP.FED.)","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","VOLKSWAGEN ARGENTINA S.A. (FRATERNIDAD 1200 Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))","FRATERNIDAD 1200, CIUDAD AUTONOMA DE BS.AS (CAP.FED.), CAPITAL FEDERAL, ARGENTINA, 0.0, VOLKSWAGEN ARGENTINA S.A. (FRATERNIDAD 1200 Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))",""
"200000000506","2-351","LOS LAGARTOS","RUTA PANAMERICANA KM. 45.500","322.0","0.0","PILAR(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","LOS LAGARTOS (RUTA PANAMERICANA KM. 45.500 Loc.PILAR(BUENOS AIRES))","RUTA PANAMERICANA KM. 45.500, PILAR(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, LOS LAGARTOS (RUTA PANAMERICANA KM. 45.500 Loc.PILAR(BUENOS AIRES))",""
"200000000507","2-352","SHERATON","IGUAZU","4608.0","0.0","PUERTO IGUAZU","MISIONES","ARGENTINA                                         ","OTROS DESTINOS","SHERATON (IGUAZU Loc.PUERTO IGUAZU)","IGUAZU, PUERTO IGUAZU, MISIONES, ARGENTINA, 0.0, SHERATON (IGUAZU Loc.PUERTO IGUAZU)",""
"200000000508","2-353","EXPOSEG","AV.LIBERTADOR 661","339.0","0.0","VICENTE LOPEZ","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","EXPOSEG (AV.LIBERTADOR 661 Loc.VICENTE LOPEZ)","AV.LIBERTADOR 661, VICENTE LOPEZ, BUENOS AIRES, ARGENTINA, 0.0, EXPOSEG (AV.LIBERTADOR 661 Loc.VICENTE LOPEZ)",""
"200000000509","2-354","EDUARDO BRAVO          ","LUIS BELTRAN 287         ","20322.0","0.0","BARILOCHE","RIO NEGRO","ARGENTINA                                         ","OTROS DESTINOS","EDUARDO BRAVO (LUIS BELTRAN 287          Loc.BARILOCHE)","LUIS BELTRAN 287, BARILOCHE, RIO NEGRO, ARGENTINA, 0.0, EDUARDO BRAVO (LUIS BELTRAN 287          Loc.BARILOCHE)",""
"200000000510","2-355","EST.DE SERV. """"""""EL PUENTE""""""""                   ","RUTA 205 KM 155","17624.0","0.0","ROQUE PEREZ","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","EST.DE SERV. """"""""EL PUENTE"""""""" (RUTA 205 KM 155 Loc.ROQUE PEREZ)","RUTA 205 KM 155, ROQUE PEREZ, BUENOS AIRES, ARGENTINA, 0.0, EST.DE SERV. """"""""EL PUENTE"""""""" (RUTA 205 KM 155 Loc.ROQUE PEREZ)",""
"200000000511","2-356","HOTEL FUEZA AEREA ARGENTINA","AV.LIBERTADOR 661","1425.0","0.0","CIUDAD AUTONOMA DE BS.AS (CAP.FED.)","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","HOTEL FUEZA AEREA ARGENTINA (AV.LIBERTADOR 661 Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))","AV.LIBERTADOR 661, CIUDAD AUTONOMA DE BS.AS (CAP.FED.), CAPITAL FEDERAL, ARGENTINA, 0.0, HOTEL FUEZA AEREA ARGENTINA (AV.LIBERTADOR 661 Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))",""
"200000000512","2-357","*******       ","AV. BOEDO 150","1425.0","0.0","CIUDAD AUTONOMA DE BS.AS (CAP.FED.)","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","******* (AV. BOEDO 150 Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))","AV. BOEDO 150, CIUDAD AUTONOMA DE BS.AS (CAP.FED.), CAPITAL FEDERAL, ARGENTINA, 0.0, ******* (AV. BOEDO 150 Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))",""
"200000000513","2-358","VILLA HIPICA","SAN ISIDRO","346.0","0.0","SAN ISIDRO(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","VILLA HIPICA (SAN ISIDRO Loc.SAN ISIDRO(BUENOS AIRES))","SAN ISIDRO, SAN ISIDRO(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, VILLA HIPICA (SAN ISIDRO Loc.SAN ISIDRO(BUENOS AIRES))",""
"200000000514","2-359","BACO","AV.MONTEVERDE 3645","1248.0","0.0","BURZACO","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","BACO (AV.MONTEVERDE 3645 Loc.BURZACO)","AV.MONTEVERDE 3645, BURZACO, BUENOS AIRES, ARGENTINA, 0.0, BACO (AV.MONTEVERDE 3645 Loc.BURZACO)",""
"200000000171","2-36","CAR ONE S.A.                            ","VICTORIA 275","2718.0","0.0","GUALEGUAYCHU","ENTRE RIOS","ARGENTINA                                         ","OTROS DESTINOS","CAR ONE S.A. (VICTORIA 275 Loc.GUALEGUAYCHU)","VICTORIA 275, GUALEGUAYCHU, ENTRE RIOS, ARGENTINA, 0.0, CAR ONE S.A. (VICTORIA 275 Loc.GUALEGUAYCHU)",""
"200000000515","2-360","HOTEL FUEZA AEREA ARGENTINA","AV.LIBERTADOR 390-  V.LOPEZ","1425.0","0.0","CIUDAD AUTONOMA DE BS.AS (CAP.FED.)","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","HOTEL FUEZA AEREA ARGENTINA (AV.LIBERTADOR 390-  V.LOPEZ Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))","AV.LIBERTADOR 390-  V.LOPEZ, CIUDAD AUTONOMA DE BS.AS (CAP.FED.), CAPITAL FEDERAL, ARGENTINA, 0.0, HOTEL FUEZA AEREA ARGENTINA (AV.LIBERTADOR 390-  V.LOPEZ Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))",""
"200000000516","2-361","HOTEL LIBERTADOR","CATAMARCA 47 ","8673.0","0.0","SANTIAGO DEL ESTERO","SANTIAGO DEL ESTERO","ARGENTINA                                         ","OTROS DESTINOS","HOTEL LIBERTADOR (CATAMARCA 47  Loc.SANTIAGO DEL ESTERO)","CATAMARCA 47, SANTIAGO DEL ESTERO, SANTIAGO DEL ESTERO, ARGENTINA, 0.0, HOTEL LIBERTADOR (CATAMARCA 47  Loc.SANTIAGO DEL ESTERO)",""
"200000000517","2-362","COUNTRY CLUB TORTUGAS","TORTUGUITAS","791.0","0.0","TORTUGUITAS ","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","COUNTRY CLUB TORTUGAS (TORTUGUITAS Loc.TORTUGUITAS )","TORTUGUITAS, TORTUGUITAS, BUENOS AIRES, ARGENTINA, 0.0, COUNTRY CLUB TORTUGAS (TORTUGUITAS Loc.TORTUGUITAS )",""
"200000000521","2-366","UNILEVER BESTFOODS DE ARGENTINA S.A","SAN MARTIN 1955                  ","14678.0","0.0","MENDOZA(MENDOZA)","MENDOZA","ARGENTINA                                         ","OTROS DESTINOS","UNILEVER BESTFOODS DE ARGENTINA S.A (SAN MARTIN 1955                   Loc.MENDOZA(MENDOZA))","SAN MARTIN 1955, MENDOZA(MENDOZA), MENDOZA, ARGENTINA, 0.0, UNILEVER BESTFOODS DE ARGENTINA S.A (SAN MARTIN 1955                   Loc.MENDOZA(MENDOZA))",""
"200000000523","2-368","PLAZA  VEA","HIPOLITO IRIGOYEN 3043","1134.0","0.0","LANUS","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","PLAZA  VEA (HIPOLITO IRIGOYEN 3043 Loc.LANUS)","HIPOLITO IRIGOYEN 3043, LANUS, BUENOS AIRES, ARGENTINA, 0.0, PLAZA  VEA (HIPOLITO IRIGOYEN 3043 Loc.LANUS)",""
"200000000524","2-369","JUMBO","AV.CALCHAQUI 3950","1313.0","0.0","QUILMES(BUENOS AIRES)","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","JUMBO (AV.CALCHAQUI 3950 Loc.QUILMES(BUENOS AIRES))","AV.CALCHAQUI 3950, QUILMES(BUENOS AIRES), BUENOS AIRES, ARGENTINA, 0.0, JUMBO (AV.CALCHAQUI 3950 Loc.QUILMES(BUENOS AIRES))",""
"200000000172","2-37","INTI        ","GENERAL PAZ Y ALBARELLOS","1425.0","0.0","CIUDAD AUTONOMA DE BS.AS (CAP.FED.)","CAPITAL FEDERAL","ARGENTINA                                         ","OTROS DESTINOS","INTI (GENERAL PAZ Y ALBARELLOS Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))","GENERAL PAZ Y ALBARELLOS, CIUDAD AUTONOMA DE BS.AS (CAP.FED.), CAPITAL FEDERAL, ARGENTINA, 0.0, INTI (GENERAL PAZ Y ALBARELLOS Loc.CIUDAD AUTONOMA DE BS.AS (CAP.FED.))",""
"200000000525","2-370","NAFA ROLANDO","MITRE 736 ","14197.0","0.0","SAN JUAN(SAN JUAN)","SAN JUAN","ARGENTINA                                         ","OTROS DESTINOS","NAFA ROLANDO (MITRE 736  Loc.SAN JUAN(SAN JUAN))","MITRE 736, SAN JUAN(SAN JUAN), SAN JUAN, ARGENTINA, 0.0, NAFA ROLANDO (MITRE 736  Loc.SAN JUAN(SAN JUAN))",""
"200000000526","2-371","PACHECO GOLF CLUB","BOULOGNE SUR MER 1430","279.0","0.0","GENERAL PACHECO","BUENOS AIRES","ARGENTINA                                         ","OTROS DESTINOS","PACHECO GOLF CLUB (BOULOGNE SUR MER 1430 Loc.GENERAL PACHECO)","BOULOGNE SUR MER 1430, GENERAL PACHECO, BUENOS AIRES, ARGENTINA, 0.0, PACHECO GOLF CLUB (BOULOGNE SUR MER 1430 Loc.GENERAL PACHECO)",""
